application_id,scenario_id,metric_id,risk_transform,raw_baseline,raw_comparison,risk_baseline,risk_comparison,kappa_reported,xi_reported,kappa_calculated,xi_calculated,kappa_abs_error_vs_reported,xi_abs_error_vs_reported,scenario_class,scenario_type,included_in_core_statistics,kappa_tolerance,xi_tolerance
AI.13,AI.13.C1,intent_alignment_deficit,identity,0.38,0.0991,0.38,0.0991,0.2608,860.0,0.2607894736842105,860.0041043670261,1.0526315789460838e-05,0.004104367026116051,Multi-Agent Intent Divergence,core,True,0.001,1.0
AI.13,AI.13.C1,goal_decomposition_drift,identity,0.31,0.0711,0.31,0.0711,0.2295,900.0,0.2293548387096774,900.1597050425295,0.00014516129032260405,0.15970504252948103,Multi-Agent Intent Divergence,core,True,0.001,1.0
AI.13,AI.13.C1,inter_agent_conflict_rate,identity,0.26,0.0732,0.26,0.0732,0.2817,835.0,0.2815384615384615,835.1524428755945,0.00016153846153849072,0.15244287559448821,Multi-Agent Intent Divergence,core,True,0.001,1.0
AI.13,AI.13.C1,shared_state_inconsistency,identity,0.34,0.0846,0.34,0.0846,0.2487,875.0,0.24882352941176467,874.9021247988327,0.00012352941176466126,0.0978752011673123,Multi-Agent Intent Divergence,core,True,0.001,1.0
AI.13,AI.13.C1,coordination_repair_overhead,identity,0.29,0.0623,0.29,0.0623,0.2148,920.0,0.21482758620689657,919.9430350554675,2.7586206896579313e-05,0.05696494453252399,Multi-Agent Intent Divergence,core,True,0.001,1.0
AI.13,AI.13.C2,tool_invocation_overhead,x_minus_one,1.82,1.1284,0.82,0.1284,0.1566,1010.0,0.15658536585365854,1010.1061830426686,1.4634146341452325e-05,0.10618304266859013,Tool-Use Amplification,core,True,0.001,1.0
AI.13,AI.13.C2,redundant_tool_call_share,identity,0.36,0.0458,0.36,0.0458,0.1273,1065.0,0.12722222222222224,1065.1714121778907,7.777777777775996e-05,0.1714121778907156,Tool-Use Amplification,core,True,0.001,1.0
AI.13,AI.13.C2,tool_result_disagreement,identity,0.28,0.0489,0.28,0.0489,0.1746,980.0,0.17464285714285713,979.9261988670031,4.285714285712228e-05,0.07380113299689128,Tool-Use Amplification,core,True,0.001,1.0
AI.13,AI.13.C2,execution_path_branching,identity,0.41,0.0574,0.41,0.0574,0.1401,1040.0,0.14,1040.1557059445502,9.999999999998899e-05,0.15570594455016362,Tool-Use Amplification,core,True,0.001,1.0
AI.13,AI.13.C2,cost_per_validated_result_overhead,x_minus_one,1.76,1.086,0.76,0.086,0.1132,1095.0,0.1131578947368421,1095.014507551415,4.2105263157898865e-05,0.014507551414908448,Tool-Use Amplification,core,True,0.001,1.0
AI.13,AI.13.C3,planning_loop_depth_overhead,x_minus_one,1.64,1.1421,0.64,0.1421,0.222,910.0,0.22203125,910.0249816309222,3.1250000000010436e-05,0.024981630922184195,Recursive Planning Drift,core,True,0.001,1.0
AI.13,AI.13.C3,plan_revision_frequency,identity,0.33,0.0651,0.33,0.0651,0.1973,945.0,0.19727272727272727,945.095911629992,2.7272727272736885e-05,0.09591162999197422,Recursive Planning Drift,core,True,0.001,1.0
AI.13,AI.13.C3,execution_variance,identity,0.3,0.0734,0.3,0.0734,0.2448,880.0,0.2446666666666667,880.1843531464492,0.0001333333333332909,0.18435314644921164,Recursive Planning Drift,core,True,0.001,1.0
AI.13,AI.13.C3,predictability_horizon_deficit,identity,0.47,0.0881,0.47,0.0881,0.1874,960.0,0.1874468085106383,959.854943699738,4.6808510638290945e-05,0.14505630026201288,Recursive Planning Drift,core,True,0.001,1.0
AI.13,AI.13.C3,task_completion_path_instability,identity,0.35,0.0739,0.35,0.0739,0.2112,925.0,0.21114285714285713,925.1030146097128,5.714285714286671e-05,0.10301460971277265,Recursive Planning Drift,core,True,0.001,1.0
AI.13,AI.13.B1,context_occupancy_pressure,identity,0.58,0.0593,0.58,0.0593,0.1023,1120.0,0.10224137931034483,1120.215146276836,5.862068965517553e-05,0.21514627683609433,Context Saturation Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B1,memory_retrieval_conflict,identity,0.37,0.0295,0.37,0.0295,0.0796,1180.0,0.07972972972972972,1179.7180631288682,0.0001297297297297162,0.2819368711318475,Context Saturation Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B1,attention_fragmentation_risk,identity,0.42,0.0485,0.42,0.0485,0.1154,1090.0,0.11547619047619048,1089.9068095910657,7.61904761904797e-05,0.09319040893433339,Context Saturation Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B1,context_compression_loss,identity,0.31,0.0212,0.31,0.0212,0.0684,1215.0,0.06838709677419355,1214.9817550117855,1.2903225806451535e-05,0.018244988214519253,Context Saturation Boundary,boundary,True,0.001,1.0
AI.13,AI.13.B1,state_carryover_error,identity,0.27,0.0249,0.27,0.0249,0.0923,1145.0,0.0922222222222222,1145.266734008405,7.777777777778772e-05,0.26673400840491013,Context Saturation Boundary,boundary,True,0.001,1.0
